Price,Inventory,Sort,ItemName,Id,IsActive,IsSaleable,IsSponsored,SKUCODE,MasterSKUCODE,AId,ShortDescription,Description,ItemImage,WebImage,UnitSize,UOM,PackSize,Type,MaxOrderQuantity,Mrp,DiscountAmount,SearchTerm,MinOrderQuantity,Quantity,TotalCount,EnId,IsRestricted,CategoryCode,store,pincode,webstore_id,scraped_at_utc,source_category_url
990.00,9,127,San Remo Vermacelli,2546,0,True,False,PS30441,,0,Vermacelli,"Delicate but more robust strand than Angel Hair, and best used with cream or simple tomato sauces and great with seafood, especially prawns. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/PS30441_1.jpg,/VendorItems/MenuItems/PS30441_2.jpg,500.0,g,10,V,30.0,0.00,,"San Remo ,Vermacelli,Pasta,Italian foods",1.00,0,384,T6Yk2tlnWg53/aZI0Krqwg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
570.00,6,128,Koluu Beef Pepper Curry,635078,0,True,False,CS10762,,0,Curry Paste,A scrumptious peppery alternative to beef curry spiced with chilli.*Images for illustration purpose only. Product received may vary.,/VendorItems/MenuItems/CS10762_1.jpg,/VendorItems/MenuItems/CS10762_2.jpg,80.0,g,6,,30.0,0.00,,"CS10762,Koluu Beef Pepper Curry,100g,Koluu, Beef Pepper Curry,Beef Curry Paste,Beef,,Koluu Beef Pepper Curry 100g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,T+sqHl/dLpMJE3QAsID/Xg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
480.00,8,129,Koluu Fish Ambulthiyal,635071,0,True,False,CS10746,,0,Curry Paste,Delicious mix of spices to create the southern traditional Ambulthiyal taste.*Images for illustration purpose only. Product received may vary.,/VendorItems/MenuItems/CS10746_1.jpg,/VendorItems/MenuItems/CS10746_2.jpg,80.0,g,6,,30.0,0.00,,"CS10746,Koluu Fish Ambulthiyal,80g,Koluu,Fish Ambulthiyal,Ambulthiyal Paste,Koluu Curry Paste,Fish Curry Paste,Koluu Fish Ambulthiyal 80g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,BxBenOMRg+57fcjnLqJHMw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
400.00,5,130,Kernell`s Corn Rice,638207,0,True,False,CSE0787,,0,Corn Rice,"Introducing Kernell’s Corn Rice, a 400g pack of delicious and nutritious rice that is perfect for any meal. This rice is made from high-quality corn and is a great source of energy and essential nutrients. Whether you’re cooking up a stir-fry or serving it as a side dish, Kernell’s Corn Rice is sure to impress. This rice is versatile and can be used in a variety of dishes, making it a must-have in your pantry. Plus, with its convenient 400g pack, you’ll always have enough on hand for your next meal. Try Kernell’s Corn Rice today and taste the difference!*Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CSE0787_1.jpg,/VendorItems/MenuItems/CSE0787_2.jpg,250.0,g,10,,30.0,0.00,,"CSE0787,Kernell`s Corn Rice,250g,KernellS,Corn Rice,Corn,,,Kernell`s Corn Rice 250g,,,,,Food Cupboard,Commodities",1.00,0,384,ZbxLP+qBthCH2JSELg5XzA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
"1,700.00",4,131,Kist Chilli Paste,1074,0,True,False,CS30232,FC0801,0,Chilli Paste,This is a popular addition to any meal for those who love a bit of spice in their meals.  *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CS30232_1.jpg,/VendorItems/MenuItems/CS30232_2.jpg,325.0,g,6,NV,30.0,0.00,,"CS30232,Kist Chilli Paste,325g,Kist,,Chillie Paste,,,Kist Chilli Paste 325g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,7RyxUfEWFp8K7RFp0xrwwg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
"1,470.00",6,132,Master Spice Vegetarian Chilli Paste,635338,0,True,False,CSE0547,,0,Chilli Paste,"Vegetarian chilli paste, suitable for flavouring your dishes*Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CSE0547_1.jpg,/VendorItems/MenuItems/CSE0547_2.jpg,300.0,g,6,V,30.0,0.00,,"CSE0547,Master Spice Vegetarian Chilli Paste,300g,Master Spice,Vegetarian Chilli Paste,Chillie Paste,,,Master Spice Vegetarian Chilli Paste 300g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,YPykqAMMQe8zfvHaSoTTKA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
"1,160.00",6,133,MD Malay Pickle,637564,0,True,False,CS30161,,0,Malay Pickle,MD Malay Pickle is made  out of fresh and natural vegetables with no artificial colours or preservatives added . *Images for illustration purpose only. Products received may vary.,/VendorItems/MenuItems/CS30161_1.jpg,/VendorItems/MenuItems/CS30161_2.jpg,375.0,g,6,,10.0,0.00,,"CS30161,MD Malay Pickle,375g,Md,Malay Pickle,Pickle,Spicy Pickle,Malay Pickle,MD Malay Pickle 375g,Achcharu,,,,Food Cupboard,Chutney & Pickle",1.00,0,384,Uvb6DuHtlCE9C4ZTXrEmQA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
873.00,25,134,Edinborough Cheddar Cheese Sauce,2611,0,True,False,CSE0341,,0,Cheddar Cheese Sauce,"Convenient addition to your hassle-free meals and snacks. This irresistible sauce is a great way to bring the family together. Try this Cheese Sauce as a creamy nacho cheese, a savoury cheese sauce or a cheese dip sauce. It is also great to use for pasta, homemade mac and cheese, hot dogs or tacos.  *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CSE0341_1.jpg,/VendorItems/MenuItems/CSE0341_2.jpg,260.0,g,6,V,30.0,970.00,10.00%,"CSE0341,Edinborough Cheddar Cheese Sauce,260g,Edinborough,Cheddar Cheese Sauce,Cheddar Cheese,Sauce,Edinborough Sauce,Edinborough Cheddar Cheese Sauce 260g,,,,,Food Cupboard,Sauce",1.00,0,384,lE8LBvSuBpIaEVMZrJBgEQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
570.00,4,135,Suree Spring Roll Sauce,2280,0,True,False,CS25432,,0,Sprig Roll Sauce,This dipping sauce is perfect with spring rolls or even fried chicken. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CS25432_1.jpg,/VendorItems/MenuItems/CS25432_2.jpg,150.0,ml,6,,30.0,0.00,,"Suree Spring Roll Sauce 150 ml,,,,,,,,,,",1.00,0,384,+Jx0sVLYKMQmYkG49sP4Ug==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
570.00,3,136,Dads Garden Worcestershire Sauce,2806,0,True,False,CSE0400,,0,Worcestershire Sauce,Full of flavour. Just a dash will make all the difference.*Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CSE0400_1.jpg,/VendorItems/MenuItems/CSE0400_2.jpg,260.0,ml,6,,30.0,0.00,,"CSE0400,Dads Garden Worcestershire Sauce,260ml,Dads Garden,Worcestershire Sauce,Worcestershire,Sauce,Dads Garden Sauce,Dads Garden Worcestershire Sauce 260ml,,,,,Food Cupboard,Sauce",1.00,0,384,6ePF5TejHnoU3ST/uhqENw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
480.00,5,137,Koluu Kalu Pol Powder,635074,0,True,False,CS10754,,0,Curry Paste,Kalu Pol Powder is a tasty addition to any meat or cuttlefish curry.*Images for illustration purpose only. Product received may vary.,/VendorItems/MenuItems/CS10754_1.jpg,/VendorItems/MenuItems/CS10754_2.jpg,80.0,g,6,,30.0,0.00,,"CS10754,Koluu Kalu Pol Powder,80g,Koluu,Kalu Pol Powder,Kalu Pol,,,Koluu Kalu Pol Powder 80g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,FCPe/jUjMXjbsYDIpordMg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
475.00,4,138,Kelloggs Chocos,10,0,True,False,BC10635,BC0102,0,Chocolate Flavoured Cereal,Kellogg's Chocos is a wheat based cereal with goodness of wholegrain and yummy chocolaty taste. One Serve (30g) of Kellogg's Chocos has protein and fibre equal to that of 1 wheat roti of 30g. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/BC10635_1.jpg,/VendorItems/MenuItems/BC10635_2.jpg,110.0,g,6,V,30.0,0.00,,"BC10635,Kelloggs Chocos,Kelloggs,Chocos,Corn Flakes, Fla, Cor, Kello,Choc,Food Cupboard,Breakfast, Cereals",1.00,0,384,JktHngCaDu4Y29OK+BAm+g==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
740.00,3,139,Master Spice Coconut Sriracha Hot Sauce,635343,0,True,False,CSE0552,,0,Sauce,"A spicy sauce. Try it on burgers, tacos, sandwiches, wraps, salads, breakfast eggs, fries, noodles, pizza, grilled chicken, hot dogs, stir-fries and more.*Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CSE0552_1.jpg,/VendorItems/MenuItems/CSE0552_2.jpg,280.0,g,6,V,30.0,0.00,,"CSE0552,Master Spice Coconut Sriracha Hot Sauce,280g,Master Spice,Coconut Sriracha Hot Sauce,Coconut Sriracha,Sauce,Master Spice Sauce,Master Spice Coconut Sriracha Hot Sauce 280g,,,,,Food Cupboard,Sauce",1.00,0,384,Q8O0xOCvSyhynubjYTTJzA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
670.00,6,140,Dads Garden Steak & Grill Sauce,2796,0,True,False,CSE0362,,0,Steak & Grill Sauce,This original Steak Sauce delivers bold flavours to your favourite dishes.*Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CSE0362_1.jpg,/VendorItems/MenuItems/CSE0362_2.jpg,260.0,ml,6,,30.0,0.00,,"CSE0362,Dads Garden Steak & Grill Sauce,260ml,Dads Garden,Steak & Grill Sauce,Steak & Grill,Sauce,Dads Garden Sauce,Dads Garden Steak & Grill Sauce 260ml,,,,,Food Cupboard,Sauce",1.00,0,384,Lw5tnUnDYGGC8P16Q87Dyw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
600.00,5,141,Mity Green Peas,2173,0,True,False,CF60344,,0,Canned Green Peas,"Freshly-picked and packed with flavor, green peas are a nutritious and versatile addition to your kitchen. These premium peas will bring the fresh taste of produce straight to your plate. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CF60344_1.jpg,/VendorItems/MenuItems/CF60344_2.jpg,400.0,g,6,,30.0,0.00,,"CF60344,Mity Green Peas,400g,Mity,Green Peas,,,,Mity Green Peas 400g,,,,,Food Cupboard,Convenience Food",1.00,0,384,6oAYwd2N4T+2vP0V1lEXHg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
"2,950.00",5,142,Kelloggs Original Cornflakes,3215,0,True,False,BC10721,,0,Corn Flakes,"Kellogg's Corn Flakes Original is a nourishing breakfast cereal. Every bite of these crunchy, golden flakes is just as delicious as the first. It is prepared from corn and enriched with iron and 8 essential vitamins.*Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/BC10721_1.jpg,/VendorItems/MenuItems/BC10721_2.jpg,875.0,g,6,V,30.0,0.00,,0,1.00,0,384,1rPOOTwGCJSN5lX9B8hitw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
"1,900.00",2,143,Cirio Extra Jam Strawberry,629772,0,True,False,JSE0090,,0,Fruit Jam,Special and unbeatable taste. Spread on your breakfast bread to start your day. No artificial colors. No chemical preservatives. *Images for illustration purposes only.  Product received may vary.,/VendorItems/MenuItems/JSE0090_1.jpg,/VendorItems/MenuItems/JSE0090_2.jpg,280.0,g,3,,30.0,0.00,,"JSE0090,Cirio Extra Jam Strawberry,280g,Cirio,Extra Jam Strawberry,Jam,Strawberry,,Cirio Extra Jam Strawberry 280g,Cirio Jam,,,,Food Cupboard,Jams and Spreads",1.00,0,384,ZYV8rXvjZ6lytCFrt4T6tQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
940.00,3,144,Peacock Cream Corn,636055,0,True,False,CF61841,,0,Canned Cream Corn,Nothing beats the sweetness and great taste of Peacock Brand Corn for meals and in the making of desserts like sweet corn puddings and muffins.*Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CF61841_1.jpg,/VendorItems/MenuItems/CF61841_2.jpg,425.0,g,12,,30.0,0.00,,"PEACOCK CREAM CORN,peacock,corn ,cream corn,peacock corn,peacock cream corn,,,,,",1.00,0,384,4vWhNewD+Ht6kFlOsJMW2w==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
700.00,5,145,Elephant House Fish Spread,645662,0,True,False,JSE0134,,0,Fish Spread,Elephant House Fish Spread. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/JSE0134_1.jpg,/VendorItems/MenuItems/JSE0134_2.jpg,175.0,g,6,,30.0,0.00,,"JSE0134,Elephant House Fish Spread,175g,Elephant House,Fish Spread,Spread,Fish,Sandwich,,,,,,Food Cupboard,Jams and Spreads,,,",1.00,0,384,kqxw2Evu83S24qyoCTHb5A==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
670.00,5,146,Dads Garden Japanese Katsu Sauce,2797,0,True,False,CSE0363,,0,Japanese Katsu Sauce,Japanese-style BBQ sauce for fried meats.*Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CSE0363_1.jpg,/VendorItems/MenuItems/CSE0363_2.jpg,260.0,ml,6,,30.0,0.00,,"CSE0363,Dads Garden Japanese Katsu Sauce,260ml,Dads Garden,Japanese Katsu Sauce,Japanese Katsu,Sauce,Dads Garden Sauce,Dads Garden Japanese Katsu Sauce 260ml,,,,,Food Cupboard,Sauce",1.00,0,384,WReDxxoHoZGMP2XGfCfAEA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
630.00,4,148,Dads Garden Hot Shot Sauce,2805,0,True,False,CSE0399,,0,Hot Shot Sauce,"Say no to boring food with Dad’s Garden Hot Shot Sauce. The chilli in brine base creates the distinct spicy hit and the herbs and spices are carefully added to balance the sharpness of the taste. Dad's Garden Hot Shot is quite distinct to a sweet hot sauce, which is sugar/tomato-based, and is perfect for adding that spicy kick to your every meal.*Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CSE0399_1.jpg,/VendorItems/MenuItems/CSE0399_2.jpg,260.0,ml,6,,30.0,0.00,,"CSE0399,Dads Garden Hot Shot Sauce,260ml,Dads Garden,Hot Shot Sauce,Hot Shot,Sauce,Dads Garden Sauce,Dads Garden Hot Shot Sauce 260ml,,,,,Food Cupboard,Sauce",1.00,0,384,heUfBU1fXrfJi3yZMnFWhQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
590.00,6,149,Oateo Oat Flour,116517,0,True,False,BC10225,,0,Oat Flour,"Versatile and healthy, OATEO’s Whole grain Oat flour is an expert in enhancing immunity and stabilizing blood sugar levels. You can try out a wide range of recipes and give your family melt-in-the-mouth cookies, the softest bread loaves, crunchy cutlets and lots more.*Images for illustration purposes only.Product received may vary.",/VendorItems/MenuItems/BC10225_1.jpg,/VendorItems/MenuItems/BC10225_2.jpg,500.0,g,12,V,30.0,0.00,,"BC10225,Oateo Oat Flour,Oat Flour,Oat,Oateo Oat,Flour,Flo,Oat,Food Cupboard,Breakfast,Cereals",1.00,0,384,gYIBJkUrMViOa3z00qnX3A==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
530.00,11,150,Koluu Prawn/Fish Red Curry,635069,0,True,False,CS10742,,0,Curry Paste,Mild and delicious curry mix that can be used for Prawn curry or Fish Curry.*Images for illustration purpose only. Product received may vary.,/VendorItems/MenuItems/CS10742_1.jpg,/VendorItems/MenuItems/CS10742_2.jpg,80.0,g,6,V,30.0,0.00,,"CS10742,Koluu Prawn/Fish Red Curry,80g,Koluu,Prawn/Fish Red Curry,Prawns Red Curry,Fish Red Curry,,Koluu Prawn/Fish Red Curry 80g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,QXxHyBW4Sbvr0ycLAB3zaw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
595.00,4,151,Nongshim Shin Red Super Spicy,645879,0,True,False,PSE0266,,0,Nongshim Shin Red Super Spicy,"Nongshim`s Shin Ramyun delivers an authentic Korean experience with its intensely spicy broth and famously chewy noodles. A global favorite, this 120g pack provides a quick and satisfying meal filled with rich, savory, and fiery flavor. Ready in just five minutes, it’s a convenient snack or meal option that never compromises on taste. Each pack includes a delicious blend of dried vegetables, including shiitake mushrooms, for extra texture.*Images for illustration purposes only. Product received may vary*",/VendorItems/MenuItems/PSE0266_1.jpg,/VendorItems/MenuItems/PSE0266_2.jpg,120.0,g,5,,30.0,0.00,,"PSE0266, Nongshim ramen, Shin Red ramen, super spicy noodles, Korean noodles, instant ramen, Ramyun, Raamen, Noodles",1.00,0,384,rQ/Bcztb7gevZ5mjRKJQfA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
530.00,5,152,Koluu Fish Mustard Curry,635081,0,True,False,CS10770,,0,Curry Paste,Delicious mix of spices with Mustard gives fish mustard curry its delicious heat.*Images for illustration purpose only. Product received may vary.,/VendorItems/MenuItems/CS10770_1.jpg,/VendorItems/MenuItems/CS10770_2.jpg,80.0,g,6,,30.0,0.00,,"CS10770,Koluu Fish Mustard Curry,100g,Koluu,Fish Mustard Curry,Mustard Curry,Fish Curry,,Koluu Fish Mustard Curry 100g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,8Dw+wtqjhzk8E9X5LPhVFQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
410.00,5,154,Md Pineapple Jam,637371,0,True,False,JSE0106,FC1006,0,Jam,Pineapple jam is made from fresh pineapple and it adds delicious flavor to a variety of foods.*Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/JSE0106_1.jpg,/VendorItems/MenuItems/JSE0106_2.jpg,300.0,g,6,,30.0,0.00,,"JSE0106,Md Pineapple Jam,300g,Md,Pineapple Jam,Jam,Pineaplle,,Md Pineapple Jam 300g,MD Jam,,,,Food Cupboard,Jams and Spreads",1.00,0,384,8JzBfgFNF4T+Wuk+TuWlMw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
"1,590.00",6,155,"Kelloggs Muesli, Fruit & Nut",636038,0,True,False,BCE0007,BC0103,0,Muesli,"Delicious Multigrain Breakfast Cereal made with the combination of 5 baked grains – wheat, oats, corn, rice & barley and 21% Fruit, Nut & Seeds for a power-packed start to your day. This Muesli is high in Iron, Vitamin C and is a source of Protein and Fibre..* Images for illustration purpose only. Product recieved may vary.",/VendorItems/MenuItems/BCE0007_1.jpg,/VendorItems/MenuItems/BCE0007_2.jpg,240.0,g,6,V,30.0,0.00,,"BCE0007,Kelloggs Muesli,Fruit & Nut,KelloggsMuesli,Kelloggs,Kello,Food Cupboard,Breakfast,Cereals",1.00,0,384,eKgntgw8TP4iJ9FjpQnybg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
"1,270.00",2,156,Edinborough Thousand Island Sauce,2606,0,True,False,CS44106,,0,Thousand Island Sauce,"Tasty and versatile option. Enjoy it as a dressing on salads, condiment for sandwiches or dip for a wide variety of favourite finger foods. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CS44106_1.jpg,/VendorItems/MenuItems/CS44106_2.jpg,350.0,g,6,,30.0,0.00,,"CS44106,Edinborough Thousand Island Sauce,350g,Edinborough,Thousand Island Sauce,Island Sauce,,,Edinborough Thousand Island Sauce 350g,,,,,Food Cupboard,Dressing",1.00,0,384,OJKfazc4v0hKgS8COAB+og==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
"1,095.00",4,157,Master Spice Tomato Chutney,635340,0,True,False,CSE0549,,0,Chutney,"A spicy preserve with a delicate blend of tomatoes, spices and dried red chilies.Pairs wonderfully with cheeses, can be used over chicken on the grill, or as a dip with your favorite veggies*Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CSE0549_1.jpg,/VendorItems/MenuItems/CSE0549_2.jpg,350.0,g,6,V,30.0,0.00,,"CSE0549,Master Spice Tomato Chutney,350g,Master Spice,Tomato Chutney,Chutney,Spicy Chutney,Tomato Chutney,Master Spice Tomato Chutney 350g,Achcharu,,,,Food Cupboard,Chutney & Pickle",1.00,0,384,W3fjqGNcewc0MUvyQilpGg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
980.00,4,158,Catch Baby Corn,635736,0,True,False,CFE0126,,0,Canned Baby Corn,Great alternative for corn on the cob as these are much smaller and are easily consumable. This baby corn has a soft texture and also has a sweet and earthy flavor to it.*Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CFE0126_1.jpg,/VendorItems/MenuItems/CFE0126_2.jpg,425.0,g,6,V,30.0,0.00,,"CATCH BABY CORN,catch,baby corn,catch baby corn,corn,canned baby corn,,,,,",1.00,0,384,du0zquv99wsYu5DxPQtUjA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
745.00,6,159,Tess Chicken In Brine,645861,0,True,False,CFE0207,,0,Chicken In Brine,"Tess Chicken in Brine is tender, ready-to-use chicken preserved in brine for freshness. Perfect for salads, sandwiches, and quick recipes. *Images for illustration purposes only. Product received may vary*",/VendorItems/MenuItems/CFE0207_1.jpg,/VendorItems/MenuItems/CFE0207_2.jpg,400.0,g,12,,30.0,0.00,,"CFE0207, Chicken, canned chicken, chicken in brine, ready-to-eat chicken, Tess chicken, Tin, Cooked chicken, Canned",1.00,0,384,3/A8pZuRbAvfCQTLVW0KOg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
739.00,11,160,Tess Boneless Chicken,645862,0,True,False,CFE0208,,0,Boneless Chicken,"Tess Boneless Chicken is a convenient, ready-to-use chicken option for quick and easy meal preparation. *Images for illustration purposes only. Product received may vary*",/VendorItems/MenuItems/CFE0208_1.jpg,/VendorItems/MenuItems/CFE0208_2.jpg,200.0,g,12,,30.0,0.00,,"CFE0208, Chicken, Boneless chicken, canned chicken, Tess chicken, ready-to-eat chicken, chicken chunks, Tin, Cooked chicken, Canned",1.00,0,384,aiqPydRJx4sId9qz6S31Vw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
570.00,5,162,Koluu Chicken Red Curry,635077,0,True,False,CS10760,,0,Curry Paste,Delicious mix of spices to give red curries their colour and distinctive flavour.*Images for illustration purpose only. Product received may vary.,/VendorItems/MenuItems/CS10760_1.jpg,/VendorItems/MenuItems/CS10760_2.jpg,80.0,g,6,,30.0,0.00,,"CS10760,Koluu Chicken Red Curry,80g,Koluu,Chicken Red Curry,Chicken Curry Paste,Chicken,,Koluu Chicken Red Curry 80g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,hA33EbpnlfgtNqV3ku6nng==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
560.00,6,163,Koluu Chicken Black Curry,635076,0,True,False,CS10758,,0,Curry Paste,Delicious mix of Roasted spices to give black curries their colour and distinctive flavour.*Images for illustration purpose only. Product received may vary.,/VendorItems/MenuItems/CS10758_1.jpg,/VendorItems/MenuItems/CS10758_2.jpg,80.0,g,6,,30.0,0.00,,"CS10758,Koluu Chicken Black Curry,80g,Koluu,Chicken Black Curry,Chicken Curry Paste,Chicken,,Koluu Chicken Black Curry 80g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,gHZ0of07d7AFKL/DPosbaQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
